Sekolah_KabKota_Provinsi,Sekolah,lat,lng
SMAN 1 JEMBER,SMAN 1 JEMBER,-8.1784059,113.7072274
MAN 1 JEMBER,MAN 1 JEMBER,-8.1859952,113.6747381
SMAN 1 GIRI,SMAN 1 GIRI,-8.1899,114.3529
SMKN 1 BOYOLANGU,SMKN 1 BOYOLANGU,-8.2158964,114.3441501
SMAN 1 PAGAK,SMAN 1 PAGAK,-8.2258,112.5276
SMAN 1 PACITAN,SMAN 1 PACITAN,-8.2272209,111.309269
SMA NEGERI 5 TARUNA BRAWIJAYA JAWA TIMUR,SMA NEGERI 5 TARUNA BRAWIJAYA JAWA TIMUR,-8.2353,114.3561
SMAN AMBULU,SMAN AMBULU,-8.2759079,113.6534751
SMAN 1 KENCONG,SMAN 1 KENCONG,-8.28333,113.36667
SMAN 1 ROGOJAMPI,SMAN 1 ROGOJAMPI,-8.3065,114.2963
MAN 1 JEMBRANA,MAN 1 JEMBRANA,-8.3213,114.6942
SMAN 1 NEGARA,SMAN 1 NEGARA,-8.35694,114.61694
SMAN 1 GENTENG,SMAN 1 GENTENG,-8.36667,114.15
SMAN 1 TABANAN,SMAN 1 TABANAN,-8.4282595,115.1416273
SMAN 2 AMLAPURA,SMAN 2 AMLAPURA,-8.45,115.61667
SMAN 1 BANGLI,SMAN 1 BANGLI,-8.4542,115.3545
SMAN 1 SUMBAWA BESAR,SMAN 1 SUMBAWA BESAR,-8.4901878,117.4186279
SMAN 1 MERAUKE,SMAN 1 MERAUKE,-8.49584,140.3948
SMAN BALI MANDARA,SMAN BALI MANDARA,-8.5,115.0
SMAS KRISTEN HARAPAN,SMAS KRISTEN HARAPAN,-8.5,115.0
SMAN 1 KUTA SELATAN,SMAN 1 KUTA SELATAN,-8.5,115.0
SMAS TAMAN RAMA,SMAS TAMAN RAMA,-8.5,115.0
SMAN 1 KUTA UTARA,SMAN 1 KUTA UTARA,-8.5,115.0
SMAS ALBANNA,SMAS ALBANNA,-8.5,115.0
PKBM HOMESCHOOLING PRIMAGAMA,PKBM HOMESCHOOLING PRIMAGAMA,-8.5,115.0
SMAN 1 UBUD,SMAN 1 UBUD,-8.5098,115.2654
MAN INSAN CENDEKIA LOMBOK TIMUR,MAN INSAN CENDEKIA LOMBOK TIMUR,-8.532,116.5385
SMAN 1 SEMARAPURA,SMAN 1 SEMARAPURA,-8.5346,115.4022
SMAN 1 GIANYAR,SMAN 1 GIANYAR,-8.5435,115.3272
SMAN 1 BLAHBATUH,SMAN 1 BLAHBATUH,-8.5678,115.2973
SMAN 5 MATARAM,SMAN 5 MATARAM,-8.5796712,116.1027246
SMA NEGERI 1 MATARAM,SMA NEGERI 1 MATARAM,-8.5832363,116.0980585
SMAN 1 SUKAWATI,SMAN 1 SUKAWATI,-8.5977,115.2857
SMAS SARASWATI,SMAS SARASWATI,-8.635,115.2345
SMKN 2 DENPASAR,SMKN 2 DENPASAR,-8.65,115.21667
SMAS K SANTO YOSEPH DENPASAR,SMAS K SANTO YOSEPH DENPASAR,-8.65,115.21667
SMAN 3 DENPASAR,SMAN 3 DENPASAR,-8.65,115.21667
SMAN 4 DENPASAR,SMAN 4 DENPASAR,-8.65,115.21667
SMAN 8 DENPASAR,SMAN 8 DENPASAR,-8.65,115.21667
SMAN 5 DENPASAR,SMAN 5 DENPASAR,-8.65,115.21667
SMAN 7 DENPASAR,SMAN 7 DENPASAR,-8.6511375,115.2245294
SMAN 1 DENPASAR,SMAN 1 DENPASAR,-8.6511375,115.2245294
SMAN 1 SELONG,SMAN 1 SELONG,-8.6546389,116.5442367
SMAN 2 DENPASAR,SMAN 2 DENPASAR,-8.6769221,115.2177242
SMAN 1 KUTA,SMAN 1 KUTA,-8.6840295,115.1721523
SMAN 1 PRAYA,SMAN 1 PRAYA,-8.7028457,116.2727934
SMAS KRISTEN 2 KUPANG,SMAS KRISTEN 2 KUPANG,-10.1718,123.6075
SMAS KOLESE LOYOLA,,-6.9816316595366725, 110.42598558068215
SPM  ULYA KULLIYATUL MU`ALLIMIN AL-ISLAMIYAH (KMI) PP MODERN GONTOR PONOROGO,,-7.928297606955516, 111.49900438802212
SMKN 1 BOJONG GEDE,,-6.490298593330554, 106.77207034024623
